bankcd,banknm,rivnm,rivdv,banklr,staddr,stchm,stchs,edaddr,edchm,edchs,len,plfwv,plfwl,plrivwith,bankwith,inslp,outslp,sttmx,sttmy,edtmx,edtmy,outstn,instn,gatecnt,pgatecnt,pipecnt,pumtcnt,bodysf,etcsf,mngrdtp,bkrdtp,hgebmttp,hgebmtst,bedtp,bedst,lwebmttp,lwebmtst,waystn,crstp,bedsoil
102204010007,오금좌안5제,오금천,지방2급,좌,경기도 고양시 덕양구 오금동,17,10,경기도 고양시 덕양구 오금동,11,80,530,105,47.98-43.18,22-24,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204010008,오금좌안4제,오금천,지방2급,좌,경기도 고양시 덕양구 오금동,26,60,경기도 고양시 덕양구 오금동,18,0,855,105,60.81-48.84,21-22,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204010009,오금좌안3제,오금천,지방2급,좌,경기도 고양시 덕양구 오금동,30,50,경기도 고양시 덕양구 오금동,26,60,395,95,68.07-60.81,20-21,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204010010,오금좌안2제,오금천,지방2급,좌,경기도 고양시 덕양구 오금동,33,80,경기도 고양시 덕양구 오금동,30,50,335,95,74.33-68.07,20,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204010011,오금좌안1제,오금천,지방2급,좌,경기도 고양시 덕양구 오금동,41,30,경기도 고양시 덕양구 오금동,34,40,710,50,97.12-75.38,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204010012,오금우안8제,오금천,지방2급,좌,경기도 고양시 덕양구 신원동,1,50,경기도 고양시 덕양구 신원동,0,0,150,105,35.84-34.84,25,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204010013,오금우안7제,오금천,지방2급,좌,경기도 고양시 덕양구 오금동,6,30,경기도 고양시 덕양구 신원동,1,50,520,105,39.26-35.84,22-25,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204010014,오금우안6제,오금천,지방2급,좌,경기도 고양시 덕양구 오금동,11,80,경기도 고양시 덕양구 오금동,6,30,555,105,43.18-39.26,22,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204010015,오금우안5제,오금천,지방2급,좌,경기도 고양시 덕양구 오금동,19,0,경기도 고양시 덕양구 오금동,11,80,710,105,49.53-43.18,22-24,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204010016,오금우안4제,오금천,지방2급,좌,경기도 고양시 덕양구 오금동,25,45,경기도 고양시 덕양구 오금동,19,0,660,95,58.49-49.53,22,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204010017,오금우안3제,오금천,지방2급,좌,경기도 고양시 덕양구 오금동,30,50,경기도 고양시 덕양구 오금동,25,45,510,95,68.07-58.49,20-21,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204010018,오금우안2제,오금천,지방2급,좌,경기도 고양시 덕양구 오금동,33,80,경기도 고양시 덕양구 오금동,30,50,335,95,74.33-68.07,20,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204010019,오금우안1제,오금천,지방2급,좌,경기도 고양시 덕양구 오금동,41,30,경기도 고양시 덕양구 오금동,34,40,710,50,97.12-75.38,15,3,,,,,,,,,,,,,,,,,,,,,,,,,
102204020000,고개제,오금천,지방2급,우,경기도 여주군 북내면 현암리,26,,경기도 여주군 북내면 현암리,16,,1000,,46.15-52.47,20-16,,,,,,,,,,,,,,,,,,,,,,,,,,
102204020001,수촌제,오금천,지방2급,우,경기도 여주군 북내면 현암리,9,50,경기도 여주군 북내면 현암리,4,,510,130,41.70-42.41,30-33,,,,,,,,,,,,,,,,,,,,,,,,,,
102204020002,오금1제,오금천,지방2급,우,경기도 여주군 북내면 오금리,31,60,경기도 여주군 북내면 오금리,26,15,560,,52.61-57.34,16,,,,,,,,,,,,,,,,,,,,,,,,,,
102204020003,오금2제,오금천,지방2급,우,경기도 여주군 북내면 오금리,34,50,경기도 여주군 북내면 오금리,32,,235,45,57.41-59.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
102204020004,웃말제,오금천,지방2급,우,경기도 여주군 북내면 오금리,42,60,경기도 여주군 북내면 오금리,35,,705,,60.51-66.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
102205010000,매봉제,한천,지방2급,좌,경기도 여주군 대신면 상구리,73,,경기도 여주군 대신면 상구리,69,70,310,110,64.92-67.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
102205010001,삼남좌안제,한천,지방2급,좌,경기도 여주군 대신면 천남리,33,40,경기도 여주군 대신면 천남리,0,,3150,,41.01-48.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
102205010002,상구제,한천,지방2급,좌,경기도 여주군 대신면 상구리,65,56,경기도 여주군 대신면 상구리,61,,450,110,60.36-62.60,15,,,,,,,,,,,,,,,,,,,,,,,,,,
102205010003,안말제,한천,지방2급,좌,경기도 여주군 대신면 상구리,78,80,경기도 여주군 대신면 상구리,74,25,450,,68.93-72.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
102205010004,하림제,한천,지방2급,좌,경기도 여주군 대신면 하림리,60,80,경기도 여주군 대신면 천남리,34,60,2720,,48.60-60.19,19,,,,,,,,,,,,,,,,,,,,,,,,,,
102205020000,가산제,한천,지방2급,우,경기도 여주군 대신면 하림리,44,,경기도 여주군 대신면 가산리,35,55,800,210,48.81-52.67,32.4-30,,,,,,,,,,,,,,,,,,,,,,,,,,
102205020001,대신1제,한천,지방2급,우,경기도 여주군 북내면 하림리,58,,경기도 여주군 북내면 하림리,51,50,650,130,54.55-58.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
102205020002,대신2제,한천,지방2급,우,경기도 여주군 대신면 상구리,66,30,경기도 여주군 대신면 상구리,60,80,550,110,60.19-62.96,19-15,,,,,,,,,,,,,,,,,,,,,,,,,,
102205020003,대신3제,한천,지방2급,우,경기도 여주군 대신면 상구리,71,20,경기도 여주군 대신면 상구리,66,80,400,110,63.23-65.94,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,
102205020004,반어울제,한천,지방2급,우,경기도 여주군 대신면 하림리,51,,경기도 여주군 북내면 하림리,45,,575,130,52.85-54.47,24,,,,,,,,,,,,,,,,,,,,,,,,,,
102205020005,삼남우안제,한천,지방2급,우,경기도 여주군 대신면 가산리,35,55,경기도 여주군 대신면 가산리,0,,3350,,41.01-48.81,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,
102205020006,양지제,한천,지방2급,우,경기도 여주군 대신면 상구리,79,,경기도 여주군 대신면 상구리,73,15,575,,67.41-72.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
102206010000,후포좌안제,후포천,지방2급,좌,경기도 여주군 대신면 후포리,35,75,경기도 여주군 대신면 당산리,1,50,3490,,39.91-57.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
102206020000,대신제,후포천,지방2급,우,경기도 여주군 대신면 후포리,9,84,경기도 여주군 대신면 당산리,0,,865,110,39.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
102206020001,후포우안제,후포천,지방2급,우,경기도 여주군 대신면 후포리,35,75,경기도 여주군 대신면 후포리,9,84,2630,,39.91-57.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
102207010000,곡수좌안,곡수천,지방2급,좌,경기도 양평군 지제면 곡수리,88,30,경기도 양평군 지제면 곡수리,78,0,1030,740,313.54-317.97,60,,,,,,,,,,,,,,,,,,,,,,,,,,
102207010001,대평좌안,곡수천,지방2급,좌,경기도 양평군 지제면 대평리,94,15,경기도 양평군 지제면 곡수리,88,30,585,740,312.11-315.23,60,,,,,,,,,,,,,,,,,,,,,,,,,,
102207010002,옥촌1제,곡수천,지방2급,좌,경기도 여주군 대신면 옥촌리,75,30,경기도 여주군 대신면 옥촌리,67,0,770,740,302.97-306.49,54-70,,,,,,,,,,,,,,,,,,,,,,,,,,
102207010003,초현1제,곡수천,지방2급,좌,경기도 여주군 대신면 초현리,21,80,경기도 여주군 대신면 당산리,2,40,1820,740,302.89-307.74,54-70,,,,,,,,,,,,,,,,,,,,,,,,,,
102207010004,초현2제,곡수천,지방2급,좌,경기도 여주군 대신면 무촌리,46,50,경기도 여주군 대신면 초현리,22,80,2370,740,299.67-302.89,47-81,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
102207020000,곡수우안,곡수천,지방2급,우,경기도 양평군 지제면 곡수리,88,30,경기도 양평군 지제면 곡수리,78,20,1010,740,324.43-329.39,32-68,,,,,,,,,,,,,,,,,,,,,,,,,,
102207020001,대평우안,곡수천,지방2급,우,경기도 양평군 지제면 대평리,94,25,경기도 양평군 지제면 곡수리,88,50,575,680,362.14-366.25,31-46,,,,,,,,,,,,,,,,,,,,,,,,,,
102207020002,무촌제,곡수천,지방2급,우,경기도 여주군 대신면 무촌리,49,81,경기도 여주군 대신면 무촌리,24,30,2551,740,315.96-318.67,60,,,,,,,,,,,,,,,,,,,,,,,,,,
102207020003,윤촌제,곡수천,지방2급,우,경기도 여주군 대신면 윤촌리,76,0,경기도 여주군 대신면 윤촌리,65,38,1062,740,321.17-321.87,60,,,,,,,,,,,,,,,,,,,,,,,,,,
102207020004,율촌제,곡수천,지방2급,우,경기도 여주군 대신면 율촌리,24,30,경기도 여주군 대신면 보통리,3,0,2130,740,315.38-315.72,60,,,,,,,,,,,,,,,,,,,,,,,,,,
102208010000,계림좌안,계림천,지방2급,좌,경기도 여주군 대신면 도농리,20,80,경기도 여주군 대신면 무촌리,0,0,2080,315,187.73-192.03,30-35,,,,,,,,,,,,,,,,,,,,,,,,,,
102208020000,계림우안,계림천,지방2급,우,경기도 여주군 대신면 계림리,24,50,경기도 여주군 대신면 무촌리,0,0,2450,315,195.27-199.57,30-36,,,,,,,,,,,,,,,,,,,,,,,,,,
102209010000,장풍좌안1제,장풍천,지방2급,좌,경기도 여주군 대신면 초현리,4,15,경기도 여주군 대신면 초현리,0,0,415,680,210.90-214.32,47-80,2.5,,,,,,,,,,,,,,,,,,,,,,,,,
102209010001,장풍좌안2제,장풍천,지방2급,좌,경기도 여주군 대신면 초현리,8,70,경기도 여주군 대신면 초현리,5,10,360,,214.80-224.57,65-80,,,,,,,,,,,,,,,,,,,,,,,,,,
102209010002,장풍좌안3제,장풍천,지방2급,좌,경기도 여주군 대신면 장풍리,23,50,경기도 여주군 대신면 장풍리,9,50,1400,590,217.98-236.20,47-80,,,,,,,,,,,,,,,,,,,,,,,,,,
102209010003,장풍좌안4제,장풍천,지방2급,좌,경기도 여주군 대신면 장풍리,44,0,경기도 여주군 대신면 장풍리,36,60,940,590,234.89-238.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
102209020000,장풍우안1제,장풍천,지방2급,우,경기도 여주군 대신면 장풍리,7,80,경기도 여주군 대신면 장풍리,0,0,780,525,269.65-271.09,36-50,,,,,,,,,,,,,,,,,,,,,,,,,,
102209020001,장풍우안2제,장풍천,지방2급,우,경기도 여주군 대신면 장풍리,16,50,경기도 여주군 대신면 장풍리,9,50,780,3245,120.51-123.05,145-170,,,,,,,,,,,,,,,,,,,,,,,,,,
102209020002,장풍우안3제,장풍천,지방2급,우,경기도 여주군 대신면 장풍리,30,20,경기도 여주군 대신면 장풍리,23,50,670,3245,123.05-126.85,165-190,,,,,,,,,,,,,,,,,,,,,,,,,,
102209020003,장풍우안4제,장풍천,지방2급,우,경기도 여주군 대신면 장풍리,44,0,경기도 여주군 대신면 장풍리,33,50,1050,3245,123.05-126.85,165-190,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010000,능서제,양화천,지방2급,좌,경기도 여주군 가남면 상활리,142,0,경기도 여주군 능서면 양거리,115,0,2700,,47.09-50.39,86-246,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010001,상활제,양화천,지방2급,좌,경기도 여주군 가남면 상활리,153,50,경기도 여주군 가남면 상활리,142,0,1146,620,50.39-51.92,94-166,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010002,응암제,양화천,지방2급,좌,경기도 이천시 부발읍 응암리,165,0,경기도 이천시 부발읍 응암리,147,0,1705,620,51.30-53.29,85-137,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010003,상활제,양화천,지방2급,좌,경기도 여주군 가남면 상활리,165,0,경기도 여주군 가남면 상활리,153,50,1146,,51.92-53.29,85-137,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010004,상활제,양화천,지방2급,좌,경기도 여주군 가남면 상활리,176,50,경기도 여주군 가남면 상활리,165,0,1146,515,53.29-55.52,76-143,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010005,대월제,양화천,지방2급,좌,경기도 이천시 대월면 구시리,199,0,경기도 이천시 대월면 구시리,193,0,600,375,57.69-58.64,72-111,6,,,,,,,,,,,,,,,,,,,,,,,,,
102210010006,"백석,내양제",양화천,지방2급,좌,경기도 여주군 능서면 내양리,8,80,경기도 여주군 능서면 내양리,6,30,250,1360,38.66-38.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010007,"백석,내양제",양화천,지방2급,좌,경기도 여주군 능서면 내양리,23,0,경기도 여주군 능서면 내양리,8,80,1426,1360,38.68-38.95,162-316,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010008,"백석,내양제",양화천,지방2급,좌,경기도 여주군 능서면 내양리,24,60,경기도 여주군 능서면 내양리,23,0,160,1360,38.95-38.98,268,3,,,,,,,,,,,,,,,,,,,,,,,,,
102210010009,백석제3차,양화천,지방2급,좌,경기도 여주군 능서면 내양리,25,50,경기도 여주군 능서면 내양리,6,30,1919,1360,38.66-38.98,162-316,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010010,백석제4차,양화천,지방2급,좌,경기도 여주군 능서면 왕대리,41,30,경기도 여주군 능서면 내양리,25,50,1580,1360,38.98-39.49,164-335,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010011,백석제1차,양화천,지방2급,좌,경기도 여주군 능서면 번도리,58,0,경기도 여주군 능서면 구양리,50,0,800,1360,40.02-40.46,86-190,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010012,백석제2차,양화천,지방2급,좌,경기도 여주군 능서면 번도리,61,0,경기도 여주군 능서면 번도리,58,0,308,1360,40.46-40.65,183-187,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010013,정단제,양화천,지방2급,좌,경기도 여주군 가남면 정단리,147,50,경기도 여주군 능서면 마래리,115,0,3050,,47.09-51.34,86-246,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010014,정단제1차,양화천,지방2급,좌,경기도 이천시 부발읍 응암리,160,0,경기도 여주군 가남면 정단리,147,50,1284,620,51.34-52.84,88-137,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010015,정단제2차,양화천,지방2급,좌,경기도 이천시 대월면 장평리,171,50,경기도 이천시 부발읍 응암리,160,0,1150,515,52.84-54.43,85-143,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010016,정단제,양화천,지방2급,좌,경기도 이천시 대월면 장평리,173,30,경기도 이천시 대월면 장평리,171,50,180,,54.43-54.86,76-79,3,,,,,,,,,,,,,,,,,,,,,,,,,
102210010017,대월제1차,양화천,지방2급,좌,경기도 이천시 대월면 구시리,185,0,경기도 이천시 대월면 장평리,167,0,1803,,53.67-56.62,76-143,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010018,대월제2차,양화천,지방2급,좌,경기도 이천시 대월면 송라리,192,0,경기도 이천시 대월면 구시리,185,0,770,375,56.62-57.48,67-81,,,,,,,,,,,,,,,,,,,,,,,,,,
102210010019,송계제,양화천,지방2급,좌,경기도 이천시 설성면 송계리,224,0,경기도 이천시 대월면 송라리,190,0,3398,,57.25-63.85,61-119,,,,,,,,,,,,,,,,,,,,,,,,,,
102211010000,송곡좌안제,송곡천,지방2급,좌,경기도 이천시 모가면 송곡리,13,12,경기도 이천시 모가면 송곡리,0,0,1312,70,74.39-82.27,13-32,,,,,,,,,,,,,,,,,,,,,,,,,,
102211010001,용학제,송곡천,지방2급,좌,경기도 이천시 모가면 송곡리,27,64,경기도 이천시 모가면 송곡리,20,20,586,50,88.54-97.91,12-18,,,,,,,,,,,,,,,,,,,,,,,,,,
102211010002,송곡우안제,송곡천,지방2급,좌,경기도 이천시 모가면 송곡리,14,44,경기도 이천시 모가면 송곡리,0,0,1443,70,74.39-83.08,13-32,,,,,,,,,,,,,,,,,,,,,,,,,,
102212010000,부필제,도리천,지방2급,좌,경기도 이천시 대월면 도리리,32,0,경기도 이천시 대월면 부필리,0,0,3390,,56.20-,9-59,,,,,,,,,,,,,,,,,,,,,,,,,,
102212010001,구시제,도리천,지방2급,좌,경기도 이천시 대월면 도리리,32,0,경기도 이천시 대월면 구시리,0,0,3390,,56.20-,9-59,,,,,,,,,,,,,,,,,,,,,,,,,,
102213010000,초지좌안제,초지천,지방2급,좌,경기도 이천시 대월면 도리리,20,0,경기도 이천시 대월면 대대리,0,0,2000,,58.98-71.15,8-30,,,,,,,,,,,,,,,,,,,,,,,,,,
102213010001,초지우안제,초지천,지방2급,좌,경기도 이천시 대월면 도리리,20,0,경기도 이천시 대월면 대대리,0,0,2000,,58.98-71.15,8-30,,,,,,,,,,,,,,,,,,,,,,,,,,
102214010000,응암좌안제,해룡천,지방2급,좌,경기도 이천시 부발읍 용안리,18,43,경기도 이천시 부발읍 응암리,0,0,1843,,52.75-57.52,20-33,,,,,,,,,,,,,,,,,,,,,,,,,,
102214010001,가산제,해룡천,지방2급,좌,경기도 이천시 부발읍 가산리,21,60,경기도 이천시 부발읍 용안리,18,43,327,60,57.52-59.52,16-20,3,,,,,,,,,,,,,,,,,,,,,,,,,
102214010002,응암우안제,해룡천,지방2급,좌,경기도 이천시 대월면 초지리,18,43,경기도 이천시 부발읍 응암리,0,0,1843,,52.75-57.52,20-33,,,,,,,,,,,,,,,,,,,,,,,,,,
102214010003,사동제,해룡천,지방2급,좌,경기도 이천시 대월면 사동리,21,60,경기도 이천시 대월면 초지리,18,43,327,60,57.52-59.52,16-20,3,,,,,,,,,,,,,,,,,,,,,,,,,
102215010000,대흥좌안제,대흥천,지방2급,좌,경기도 이천시 대월면 초지리,17,20,경기도 이천시 부발읍 응암리,0,0,1720,60,55.15-63.91,16-50,,,,,,,,,,,,,,,,,,,,,,,,,,
102215010001,대흥우안제,대흥천,지방2급,좌,경기도 이천시 대월면 초지리,17,20,경기도 이천시 부발읍 응암리,0,0,1720,60,55.15-63.91,16-50,,,,,,,,,,,,,,,,,,,,,,,,,,
102216010000,오산제,대신천,지방2급,좌,경기도 여주군 가남면 오산리,32,0,경기도 여주군 가남면 오산리,28,30,370,430,52.41-52.89,73-76,3,,,,,,,,,,,,,,,,,,,,,,,,,
102216010001,건장제,대신천,지방2급,좌,경기도 여주군 가남면 대신리,85,80,경기도 여주군 가남면 대신리,55,0,3180,,57.48-65.29,30-70,,,,,,,,,,,,,,,,,,,,,,,,,,
102217010000,안금제,안금천,지방2급,좌,경기도 여주군 가남면 안금리,38,1,경기도 여주군 가남면 삼군리,0,0,3775,,53.46-70.00,25-52,,,,,,,,,,,,,,,,,,,,,,,,,,
102217010001,안금제,안금천,지방2급,좌,경기도 여주군 가남면 안금리,48,30,경기도 여주군 가남면 오산리,0,0,4850,,53.46-77.73,18-52,,,,,,,,,,,,,,,,,,,,,,,,,,
102218010000,광대좌안제,매유천,지방2급,좌,경기도 여주군 능서면 오계리,32,68,경기도 여주군 능서면 광대리,26,23,645,,54.56-58.20,14-23,,,,,,,,,,,,,,,,,,,,,,,,,,
102218010001,광대우안제,매유천,지방2급,좌,경기도 여주군 능서면 오계리,32,76,경기도 여주군 능서면 광대리,26,56,580,,54.26-58.26,14-23,3,,,,,,,,,,,,,,,,,,,,,,,,,
102219010000,용두제,복하천,지방2급,좌,경기도 이천시 호법면 후안리,5,54,경기도 이천시 호법면 후안리,0,0,554,900,58.71-59.61,78-138,,,,,,,,,,,,,,,,,,,,,,,,,,
102219010001,후안제,복하천,지방2급,좌,경기도 이천시 호법면 단천리,36,52,경기도 이천시 호법면 주미리,6,15,3037,,59.94-65.59,43-126,,,,,,,,,,,,,,,,,,,,,,,,,,
102219010002,단천제,복하천,지방2급,좌,경기도 이천시 호법면 단천리,48,18,경기도 이천시 호법면 단천리,37,12,1106,,65.59-67.97,86-92,,,,,,,,,,,,,,,,,,,,,,,,,,
102219010003,마장1제,복하천,지방2급,좌,경기도 이천시 마장면 이치리,100,50,경기도 이천시 호법면 단천리,48,25,5225,,67.97-77.68,54-122,,,,,,,,,,,,,,,,,,,,,,,,,,
102219010004,마장2제,복하천,지방2급,좌,경기도 이천시 마장면 회억리,108,0,경기도 이천시 마장면 회억리,102,90,510,650,78.16-80.44,69-80,,,,,,,,,,,,,,,,,,,,,,,,,,
102219010005,마장3제,복하천,지방2급,좌,경기도 이천시 마장면 양촌리,121,40,경기도 이천시 마장면 양촌리,108,65,1275,,80.87-85.54,47-55,,,,,,,,,,,,,,,,,,,,,,,,,,
102219010006,마장4제,복하천,지방2급,좌,경기도 이천시 마장면 양촌리,129,35,경기도 이천시 마장면 양촌리,126,8,327,380,89.24-90.80,50,,,,,,,,,,,,,,,,,,,,,,,,,,
102219010007,주미제,복하천,지방2급,좌,경기도 이천시 호법면 주박리,27,30,경기도 이천시 단월동,0,0,2730,900,58.71-63.54,43-138,,,,,,,,,,,,,,,,,,,,,,,,,,
102219010008,주박제,복하천,지방2급,좌,경기도 이천시 호법면 매곡리,52,0,경기도 이천시 호법면 주박리,27,67,2433,,63.85-68.27,86-94,,,,,,,,,,,,,,,,,,,,,,,,,,
102219010009,이평제,복하천,지방2급,좌,경기도 이천시 마장면 이평리,64,35,경기도 이천시 호법면 매곡리,53,43,1092,,68.43-70.23,63-82,,,,,,,,,,,,,,,,,,,,,,,,,,
102219010010,덕평제,복하천,지방2급,좌,경기도 이천시 마장면 덕평리,95,53,경기도 이천시 마장면 덕평리,65,0,3053,650,70.53-76.66,54-122,,,,,,,,,,,,,,,,,,,,,,,,,,
102219010011,오천제,복하천,지방2급,좌,경기도 이천시 마장면 양촌리,119,40,경기도 이천시 마장면 덕평리,95,85,2355,,76.66-84.98,50-92,,,,,,,,,,,,,,,,,,,,,,,,,,
102219010012,양촌제,복하천,지방2급,좌,경기도 이천시 마장면 양촌리,126,40,경기도 이천시 마장면 양촌리,119,40,700,380,84.98-90.25,47-60,,,,,,,,,,,,,,,,,,,,,,,,,,
102220010000,관리좌안제,오천천,지방2급,좌,경기도 이천시 마장면 관리,15,60,경기도 이천시 마장면 관리,11,20,440,185,84.23-86.67,30-36,,,,,,,,,,,,,,,,,,,,,,,,,,
102220010001,양촌1제,오천천,지방2급,좌,경기도 이천시 마장면 양촌리,4,49,경기도 이천시 마장면 회억리,2,11.5,438,185,80.70-81.75,35-40,,,,,,,,,,,,,,,,,,,,,,,,,,
102220010002,양촌2제,오천천,지방2급,좌,경기도 이천시 마장면 양촌리,9,0,경기도 이천시 마장면 양촌리,7,32,168,185,82.69-83.04,30-35,,,,,,,,,,,,,,,,,,,,,,,,,,
102220010003,관리우안제,오천천,지방2급,좌,경기도 이천시 마장면 양촌리,15,30,경기도 이천시 마장면 양촌리,11,20,410,185,84.23-86.67,30-36,,,,,,,,,,,,,,,,,,,,,,,,,,
102220010004,회억좌안제,오천천,지방2급,좌,이천시 마장면 회억리,0,249,이천시 마장면 오천리,0,0,215,,62~40,220,,,0.5,,,,,,,,,,,,,,,,,,,,,,,
102221010000,이평좌안제,해월천,지방2급,좌,경기도 이천시 아장면 덕평리,17,80,경기도 이천시 아장면 덕평리,0,0,1780,,70.36-80.92,23-61,,,,,,,,,,,,,,,,,,,,,,,,,,
102221010001,이평우안제,해월천,지방2급,좌,경기도 이천시 마장면 이평리,8,2,경기도 이천시 마장면 이평리,0,0,802,180,70.36-73.51,45-61,,,,,,,,,,,,,,,,,,,,,,,,,,
102221010002,덕평좌안1제,해월천,지방2급,좌,이천시 마장면 덕평리,0,143,이천시 마장면 덕평리,0,0,140,,69~45,160,,,,,,,,,,,,,,,,,,,,,,,,,,
102221010003,덕평좌안2제,해월천,지방2급,좌,이천시 마장면 덕평리,0,333,이천시 마장면 덕평리,0,143,194,,45,160,,,,,,,,,,,,,,,,,,,,,,,,,,
102221010004,해월좌안1제,해월천,지방2급,좌,이천시 마장면 해월리,2,542,이천시 마장면 해월리,2,468,73,,20~18,80,,,,,,,,,,,,,,,,,,,,,,,,,,
102221020000,해월우안1제,해월천,지방2급,우,이천시 마장면 해월리,2,207,이천시 마장면 해월리,1,988,230,,28~26,140,,,1:3,,,,,,,,,,,,,,,,,,,,,,,
102221020001,해월우안2제,해월천,지방2급,우,이천시 마장면 해월리,2,448,이천시 마장면 해월리,2,207,269,,26~20,140~80,,,1:3,,,,,,,,,,,,,,,,,,,,,,,
102222010000,매곡좌안제,매곡천,지방2급,좌,경기도 이천시 호법면 매곡리,37,70,경기도 이천시 호법면 매곡리,12,75,2495,,74.42-106.62,5-36,,,,,,,,,,,,,,,,,,,,,,,,,,
102222010001,매곡우안1제,매곡천,지방2급,좌,경기도 이천시 호법면 매곡리,37,70,경기도 이천시 호법면 매곡리,12,75,2495,,74.42-106.62,5-36,,,,,,,,,,,,,,,,,,,,,,,,,,
102223010000,단천좌안1제,단천천,지방2급,좌,경기도 이천시 호법면 단천리,2,20,경기도 이천시 호법면 단천리,0,0,220,85,65.59-65.66,30-58,,,,,,,,,,,,,,,,,,,,,,,,,,
102223010001,단천좌안2제,단천천,지방2급,좌,경기도 이천시 호법면 단천리,5,51,경기도 이천시 호법면 단천리,4,3,148,85,65.87-66.17,30,,,,,,,,,,,,,,,,,,,,,,,,,,
102223010002,단천좌안3제,단천천,지방2급,좌,경기도 이천시 호법면 단천리,21,33,경기도 이천시 호법면 단천리,16,82,451,,75.56-82.41,15-25,,,,,,,,,,,,,,,,,,,,,,,,,,
102223010003,단천우안1제,단천천,지방2급,좌,경기도 이천시 호법면 단천리,3,5,경기도 이천시 호법면 단천리,0,0,305,85,65.59-65.72,30-58,,,,,,,,,,,,,,,,,,,,,,,,,,
102223010004,단천우안2제,단천천,지방2급,좌,경기도 이천시 호법면 단천리,13,55,경기도 이천시 호법면 단천리,6,80,675,,67.11-71.88,23-30,,,,,,,,,,,,,,,,,,,,,,,,,,
102224010000,동산좌안제,동산천,지방2급,좌,경기도 이천시 호법면 동산리,21,23,경기도 이천시 호법면 동산리,0,0,2123,,63.54-77.63,20-45,,,,,,,,,,,,,,,,,,,,,,,,,,
102224010001,동산우안1제,동산천,지방2급,좌,경기도 이천시 호법면 주박리,15,28,경기도 이천시 호법면 주박리,0,0,1528,,63.54-71.46,23-45,,,,,,,,,,,,,,,,,,,,,,,,,,
102224010002,동산우안2제,동산천,지방2급,좌,경기도 이천시 호법면 주박리,21,23,경기도 이천시 호법면 주박리,15,28,595,85,71.46-77.63,20-24,,,,,,,,,,,,,,,,,,,,,,,,,,
102224010003,동산우안3제,동산천,지방2급,좌,경기도 이천시 호법면 동산리,23,80,경기도 이천시 호법면 주박리,21,23,257,85,77.63-81.12,8-20,,,,,,,,,,,,,,,,,,,,,,,,,,
102225010000,주미제,원두천,지방2급,좌,경기도 이천시 모가면 신갈리,22,0,경기도 이천시 호법면 주미리,0,0,2200,525,58.71-63.14,52-90,,,,,,,,,,,,,,,,,,,,,,,,,,
102225010001,신갈제,원두천,지방2급,좌,경기도 이천시 모가면 소고리,37,0,경기도 이천시 모가면 신갈리,22,25,1475,,63.14-65.83,40-53,,,,,,,,,,,,,,,,,,,,,,,,,,
102225010002,소고좌안제,원두천,지방2급,좌,경기도 이천시 모가면 원두리,60,80,경기도 이천시 모가면 소고리,37,0,2380,,65.83-71.04,35-40,,,,,,,,,,,,,,,,,,,,,,,,,,
