bankcd,banknm,rivnm,rivdv,banklr,staddr,stchm,stchs,edaddr,edchm,edchs,len,plfwv,plfwl,plrivwith,bankwith,inslp,outslp,sttmx,sttmy,edtmx,edtmy,outstn,instn,gatecnt,pgatecnt,pipecnt,pumtcnt,bodysf,etcsf,mngrdtp,bkrdtp,hgebmttp,hgebmtst,bedtp,bedst,lwebmttp,lwebmtst,waystn,crstp,bedsoil
102225010003,소사좌안제,원두천,지방2급,좌,경기도 이천시 모가면 진가리,74,74,경기도 이천시 모가면 원두리,60,80,1394,165,71.04-86.38,4-35,,,,,,,,,,,,,,,,,,,,,,,,,,
102225010004,원두제,원두천,지방2급,좌,경기도 이천시 단월동,14,40,경기도 이천시 단월동,0,0,1440,525,58.71-61.56,52-90,,,,,,,,,,,,,,,,,,,,,,,,,,
102225010005,대포1제,원두천,지방2급,좌,경기도 이천시 대포동,26,0,경기도 이천시 대포동,21,40,460,,62.96-63.51,43-70,,,,,,,,,,,,,,,,,,,,,,,,,,
102225010006,대포2제,원두천,지방2급,좌,경기도 이천시 모가면 신갈리,36,70,경기도 이천시 대포동,26,50,1020,295,63.85-65.75,40,,,,,,,,,,,,,,,,,,,,,,,,,,
102225010007,소고우안1제,원두천,지방2급,좌,경기도 이천시 대포동,41,80,경기도 이천시 모가면 신갈리,36,80,500,295,65.75-67.28,40,,,,,,,,,,,,,,,,,,,,,,,,,,
102225010008,소고우안2제,원두천,지방2급,좌,경기도 이천시 모가면 원두리,60,68,경기도 이천시 대포동,42,0,1868,,67.28-71.04,35-40,,,,,,,,,,,,,,,,,,,,,,,,,,
102225010009,소사우안제,원두천,지방2급,좌,경기도 이천시 모가면 진가리,74,74,경기도 이천시 모가면 소사리,60,72,1402,165,71.04-86.38,4-35,,,,,,,,,,,,,,,,,,,,,,,,,,
102226010000,어농좌안1제,두미천,지방2급,좌,경기도 이천시 호법면 송갈리,20,55,경기도 이천시 호법면 송갈리,0,0,2055,,63.14-69.34,39-68,,,,,,,,,,,,,,,,,,,,,,,,,,
102226010001,어농좌안2제,두미천,지방2급,좌,경기도 이천시 모가면 어농리,26,85,경기도 이천시 모가면 신갈리,20,85,600,260,69.34-72.15,50,,,,,,,,,,,,,,,,,,,,,,,,,,
102226010002,어농좌안3제,두미천,지방2급,좌,경기도 이천시 모가면 두미리,53,60,경기도 이천시 모가면 어농리,27,10,2650,,72.15-86.02,35-50,,,,,,,,,,,,,,,,,,,,,,,,,,
102226010003,두미좌안제,두미천,지방2급,좌,경기도 이천시 모가면 두미리,60,60,경기도 이천시 모가면 두미리,53,75,685,185,86.02-95.18,35,,,,,,,,,,,,,,,,,,,,,,,,,,
102226010004,어농우안제,두미천,지방2급,좌,경기도 이천시 모가면 두미리,52,40,경기도 이천시 모가면 신갈리,0,0,5240,,63.14-85.71,35-65,,,,,,,,,,,,,,,,,,,,,,,,,,
102226010005,두미우안제,두미천,지방2급,좌,경기도 이천시 모가면 두미리,56,15,경기도 이천시 모가면 두미리,52,40,375,185,85.71-88.55,35,,,,,,,,,,,,,,,,,,,,,,,,,,
102227010000,장암좌안제,장암천,지방2급,좌,이천시 호법면 안평리,2,639,이천시 호법면 유산리,0,0,2560,,65.91~58.41,135~55,,,1:3,,,,,,,,,,,,,,,,,,,,,,,
102227010001,표고좌안제,장암천,지방2급,좌,이천시 호법면 표교리,4,774,이천시 호법면 안평리,2,661,2240,265,75.71~66.21,56~41,,,1:3,,,,,,,,,,,,,,,,,,,,,,,
102227010002,목리좌안제,장암천,지방2급,좌,이천시 마장면 목리 ,6,178,이천시 호법면 표고리,4,774,1404,,83.93~76.26,28~19,,,,,,,,,,,,,,,,,,,,,,,,,,
102227010003,마장좌안제,장암천,지방2급,좌,이천시 마장면 장암리,7,942,이천시 마장면 목리,6,345,1597,,96.51~85.37,10~17,,,1:3,,,,,,,,,,,,,,,,,,,,,,,
102227020000,후안우안제,장암천,지방2급,우,이천시 호법면 안평리,1,687,이천시 호법면 후안리,0,0,1670,280,62.62~58.41,135~53,,,1:3,,,,,,,,,,,,,,,,,,,,,,,
102227020001,안평우안제,장암천,지방2급,우,이천시 마장면 표교리,3,702,이천시 호법면 안평리,1,943,1760,,70.75~64.22,61~56,,,1:3,,,,,,,,,,,,,,,,,,,,,,,
102227020002,표고우안제,장암천,지방2급,우,이천시 마장면 표교리,4,739,이천시 마장면 표교리,3,702,1050,265,75.71~70.93,47~41,,,,,,,,,,,,,,,,,,,,,,,,,,
102227020003,목리우안제,장암천,지방2급,우,이천시 마장면 목리 ,6,178,이천시 마장면 목리,4,801,1377,,83.93~76.52,24~19,3,,,,,,,,,,,,,,,,,,,,,,,,,
102227020004,마장우안제,장암천,지방2급,우,이천시 마장면 장암리,7,942,이천시 마장면 목리,6,345,1597,,96.51~85.37,17~14,,,,,,,,,,,,,,,,,,,,,,,,,,
102228010000,이치좌안1제,이치천,지방2급,좌,이천시 마장면 이치리,1,830,이천시 마장면 표교리,0,0,1800,,90.21~76.09,35~16,,,,,,,,,,,,,,,,,,,,,,,,,,
102228010001,이치좌안2제,이치천,지방2급,좌,이천시 마장면 이치리,2,66,이천시 마장면 이치리,1,921,745,,98.61~90.87,27~10,,,,,,,,,,,,,,,,,,,,,,,,,,
102228020000,이치우안1제,이치천,지방2급,우,이천시 마장면 표교리,1,472,이천시 마장면 표교리,0,0,1424,,87.11~76.09,35~15,,,,,,,,,,,,,,,,,,,,,,,,,,
102228020001,이치우안2제,이치천,지방2급,우,이천시 마장면 이치리,1,838,이천시 마장면 이치리,1,642,197,65,90.21~88.33,16~7,3,,,,,,,,,,,,,,,,,,,,,,,,,
102228020002,이치우안3제,이치천,지방2급,우,이천시 마장면 이치리,2,666,이천시 마장면 이치리,1,915,751,,98.61~90.87,27~10,5,,,,,,,,,,,,,,,,,,,,,,,,,
102229010000,장록좌안1제,장록천,지방2급,좌,이천시 장록동,0,306,이천시 장록동,0,0,273,85,53.18~52.83,44~24,3,,,,,,,,,,,,,,,,,,,,,,,,,
102229010001,장록좌안2제,장록천,지방2급,좌,이천시 고담동,2,492,이천시 장록동,0,358,2158,,68.21~55.85,26~9,,,,,,,,,,,,,,,,,,,,,,,,,,
102229020000,장록우안1제,장록천,지방2급,우,이천시 장록동,0,318,이천시 장록동,0,0,273,85,53.18~52.83,44~24,3,,,,,,,,,,,,,,,,,,,,,,,,,
102229020001,장록우안2제,장록천,지방2급,우,이천시 고담동,2,492,이천시 장록동,0,352,2158,,68.21~53.36,26~9,,,,,,,,,,,,,,,,,,,,,,,,,,
102230010000,진리좌안제,율현천,지방2급,좌,이천시 진리동,0,994,이천시 진리동,0,0,1020,65,57~51.54,26~13,3,,,,,,,,,,,,,,,,,,,,,,,,,
102230010001,증일좌안1제,율현천,지방2급,좌,이천시 증일동,1,908,이천시 증일동,1,45,865,50,63.67~57.61,19~15,,,,,,,,,,,,,,,,,,,,,,,,,,
102230010002,증일좌안2제,율현천,지방2급,좌,이천시 증일동,2,465,이천시 증일동,1,964,488,40,74.17~64.06,15~9,3,,,,,,,,,,,,,,,,,,,,,,,,,
102230020000,율현우안1제,율현천,지방2급,우,이천시 율현동,0,994,이천시 진리동,0,0,1020,65,57~51.54,26~13,3,,,,,,,,,,,,,,,,,,,,,,,,,
102230020001,율현우안2제,율현천,지방2급,우,이천시 증일동,1,908,이천시 증일도,1,38,865,50,63.67~57.61,19~15,3,,,,,,,,,,,,,,,,,,,,,,,,,
102230020002,증일우안제,율현천,지방2급,우,이천시 증일동,2,465,이천시 증일동,1,999,467,40,74.17~64.47,15~9,,,,,,,,,,,,,,,,,,,,,,,,,,
102232010000,모전좌안제,신둔천,지방2급,좌,이천시 백사면 모전리,1,72,이천시 백사면 모전리,0,0,1800,660,49.77~46.36,64∼95,4,,,,,,,,,,,,,,,,,,,,,,,,,
102232010001,도암좌안제,신둔천,지방2급,좌,이천시 신둔면 수하리,4,654,이천시 증포동,1,933,2690,,54.56~49.81,71~54,,,,,,,,,,,,,,,,,,,,,,,,,,
102232010002,수광좌안제,신둔천,지방2급,좌,이천시 신둔면 소정리,6,958,이천시 신둔면 수하리,4,654,2280,,61.74~54.72,51,3,,,,,,,,,,,,,,,,,,,,,,,,,
102232010003,소정좌안제,신둔천,지방2급,좌,이천시 신둔면 마교리,8,973,이천시 신둔면 소정리,6,978,1990,,71.33~61.82,33~27,,,,,,,,,,,,,,,,,,,,,,,,,,
102232010004,용면좌안제,신둔천,지방2급,좌,이천시 신둔면 용면리,10,853,이천시 신둔면 마교리,8,973,2039,85,104.62~72.24,26~17,,,,,,,,,,,,,,,,,,,,,,,,,,
102232020000,증포우안제,신둔천,지방2급,우,이천시 증포동,2,234,이천시 백사면 모전리,0,0,2175,,50.2~46.36,64~65,,,1:0.5~2.0,,,,,,,,,,,,,,,,,,,,,,,
102232020001,송정우안1제,신둔천,지방2급,우,이천시 송정동,3,840,이천시 증포동,2,245,1590,,52.39~50.36,60~65,,,1:0.5~2.0,,,,,,,,,,,,,,,,,,,,,,,
102232020002,송정우안2제,신둔천,지방2급,우,이천시 사음동,5,129,이천시 증포동,3,859,1260,,55.36~52.66,67~51,,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102232020003,사음우안제,신둔천,지방2급,우,이천시 신둔면 수남리,7,677,이천시 사음동,5,259,2500,,63.55~56.03,52~71,,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102232020004,마교우안제,신둔천,지방2급,우,이천시 신둔면 마교리,8,985,이천시 신둔면 수남리,7,677,1300,,71.33~63.63,57~27,,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102232020005,용면우안제,신둔천,지방2급,우,이천시 신둔면 용면리,10,853,이천시 신둔면 마교리,8,985,2039,85,104.62~72.24,26~17,,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102233010000,백사좌안제,신대천,지방2급,좌,이천시 백사면 모전리,0,836,이천시 백사면 모전리,0,0,850,185,50.92~49.77,65~32,,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102233010001,신대좌안제,신대천,지방2급,좌,이천시 백사면 신대리,2,986,이천시 백사면 모전리,0,836,2150,,63.27~51.1,31~29,,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102233010002,신대우안제,신대천,지방2급,좌,이천시 백사면 신대리,2,986,이천시 증포동,0,0,3000,,63.27~49.77,65~29,3,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102234010000,신원좌안제,죽당천,지방2급,좌,이천시 부발읍 죽당리,5,460,이천시 부발읍 고백리,0,0,5480,,52.45~40.61,77∼30,,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102234020000,고백우안제,죽당천,지방2급,우,이천시 부발읍 고백리,1,507,이천시 부발읍 대관리,0,0,1540,295,42.84~40.61,77~40,5,,-,,,,,,,,,,,,,,,,,,,,,,,
102234020001,신원우안제,죽당천,지방2급,우,이천시 부발읍 신원리,3,39,이천시 부발읍 고백리,1,507,1510,,45.97~42.84,38~40,4,,1:2.0~3.0,,,,,,,,,,,,,,,,,,,,,,,
102234020002,죽당우안제,죽당천,지방2급,우,이천시 부발읍 죽당리,5,30,이천시 부발읍 죽당리,3,78,2410,245,52.45~46.16,37~30,6,,1:2.0,,,,,,,,,,,,,,,,,,,,,,,
102235010000,다대제,송말천,지방2급,좌,여주시 흥천면 상대리,2,181,여주시 흥천면 다대리,0,0,2204,,44.26~39.42,43∼112,3,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102235010001,외사1제,송말천,지방2급,좌,여주시 흥천면 외사리,4,286,여주시 흥천면 상대리,2,235,2065,,58.02~44.28,19∼38,3,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102235010002,송말1제,송말천,지방2급,좌,이천시 백사면 송말리,5,51,이천시 백사면 현방리,4,310,702,95,70.62~59.6,18∼26,3,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102235010003,송말2제,송말천,지방2급,좌,이천시 백사면 송말리,5,507,이천시 백사면 송말리,5,6,501,95,80.12~70.62,14∼20,3,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102235010004,송말3제,송말천,지방2급,좌,이천시 백사면 송말리,6,515,이천시 백사면 송말리,5,507,1008,,116.13~81.38,9∼19,3,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102235020000,상용제,송말천,지방2급,우,이천시 백사면 현방리,3,335,이천시 백사면 백우리,0,0,3294,,50.44~39.42,34∼112,3,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102235020001,도립3제,송말천,지방2급,우,이천시 백사면 도립리,6,414,이천시 백사면 현방리,3,293,3069,,112.62~50.44,9∼32,3,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102236010000,내사좌안제,내사천,지방2급,좌,여주시 흥천면 외사리,2,25,여주시 흥천면 상대리,0,0,2050,,61.57~44.27,18∼55,3,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102236020000,내사우안1제,내사천,지방2급,우,여주시 흥천면 외사리,2,25,여주시 흥천면 상대리,0,0,2050,,61.57~44.27,18∼55,3,,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102237010000,궁리1제,계장천,지방2급,좌,경기도 여주군 금사면 궁리,39,,경기도 여주군 금사면 궁리,28,,1100,,41.46-51.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
102237010001,궁리제,계장천,지방2급,좌,경기도 여주군 금사면 궁리,28,,경기도 여주군 금사면 궁리,20,,800,125,37.03-41.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
102238010000,천서좌안제,신내천,지방2급,좌,경기도 여주군 대신면 천서리,21,,경기도 여주군 대신면 천서리,0,,2100,150,36.68-39.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
102238020000,천서우안제,신내천,지방2급,우,경기도 여주군 대신면 천서리,21,,경기도 여주군 대신면 천서리,0,,2100,150,36.68-39.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
102239010000,금사2제,금사천,지방2급,좌,경기도 여주군 금사면 금사리,25,,경기도 여주군 금사면 금사리,15,,1000,,43.04-52.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
102239010001,금사제,금사천,지방2급,좌,경기도 여주군 금사면 금사리,19,80,경기도 여주군 금사면 금사리,0,,1980,305,35.94-47.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
102239010002,장흥2제,금사천,지방2급,좌,경기도 여주군 금사면 장흥리,45,,경기도 여주군 금사면 장흥리,42,,300,200,72.69-75.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
102239010003,장흥3제,금사천,지방2급,좌,경기도 여주군 금사면 장흥리,53,,경기도 여주군 금사면 장흥리,48,50,450,200,80.09-87.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
102239020000,금사1제,금사천,지방2급,우,경기도 여주군 금사면 금사리,14,,경기도 여주군 금사면 외평리,0,,1400,305,35.94-42.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
102239020001,장흥1제,금사천,지방2급,우,경기도 여주군 금사면 장흥리,45,,경기도 여주군 금사면 장흥리,39,75,525,200,68.36-75.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
102239020002,장흥4제,금사천,지방2급,우,경기도 여주군 금사면 장흥리,53,,경기도 여주군 금사면 장흥리,48,50,450,200,80.09-87.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
102239020003,하호2제,금사천,지방2급,우,경기도 여주군 금사면 하호리,38,75,경기도 여주군 금사면 하호리,25,,1375,,52.79-67.26,40-35,,,,,,,,,,,,,,,,,,,,,,,,,,
102239020004,하호제,금사천,지방2급,우,경기도 여주군 금사면 하호리,32,,경기도 여주군 금사면 하호리,20,50,1150,,48.95-60.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
102242010000,자연1제,향리천,지방2급,좌,경기도 양평군 개군면 자연리,43,,경기도 양평군 개군면 자연리,26,,1700,,37.73-49.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
102242010001,향리1제,향리천,지방2급,좌,경기도 양평군 개군면 하자포리,8,,경기도 양평군 개군면 하자포리,0,,800,210,35.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
102242010002,향리3제,향리천,지방2급,좌,경기도 양평군 개군면 하자포리,17,,경기도 양평군 개군면 하자포리,13,,400,210,35.43-35.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
102242020000,자연2제,향리천,지방2급,우,경기도 양평군 개군면 자연리,43,,경기도 양평군 개군면 자연리,26,,1700,,37.73-49.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
102242020001,향리2제,향리천,지방2급,우,경기도 양평군 개군면 하자포리,20,,경기도 양평군 개군면 하자포리,3,,1700,210,35.43-36.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
102246010018,석장제,흑천,지방2급,좌,경기 양평군 양평읍 회현리 620-1,0,0,경기 양평군 개군면 석장리 559-1,2,160,2160,2505,34.54~36.55,121~258,,1:2~1:4,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102246010019,공세1제,흑천,지방2급,좌,경기 양평군 개군면 공세리 386-13,2,160,경기 양평군 개군면 공세리 379-9,2,408,248,2475,36.77~37.37,147~155,,1:2,1:0.5,,,,,,,,,,,,,,,,,,,,,,,
102246010020,공세제,흑천,지방2급,좌,경기 양평군 개군면 공세리 329-3,2,585,경기 양평군 개군면 공세리 389-3,2,870,285,2475,37.75~38.05,148~157,,1:0.5~1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010021,공세2제,흑천,지방2급,좌,경기 양평군 개군면 공세리 389-3,2,870,경기 양평군 개군면 공세리 279-1,3,670,800,2475,38.22~40.45,124~196,,1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010022,공세3제,흑천,지방2급,좌,경기 양평군 개군면 공세리 산 7-4,4,100,경기 양평군 개군면 공세리 산 20-1,4,800,700,2435,41.62~43.87,110~196,,1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010023,삼성제,흑천,지방2급,좌,경기 양평군 용문면 삼성리 665-4,6,615,경기 양평군 용문면 삼성리 809,7,950,1335,2435,48.92~51.56,109~136,,1:1~1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010024,다문제,흑천,지방2급,좌,경기 양평군 용문면 다문리 194-4,10,920,경기 양평군 용문면 화전리 1432-1,11,740,820,2090,60.11~62.21,97~206,,1:1~1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010025,화전제,흑천,지방2급,좌,경기 양평군 용문면 화전리 1295-8,11,800,경기 양평군 용문면 마룡리 692-10,12,670,870,2090,62.31~64.44,148~177,,1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010026,금곡제,흑천,지방2급,좌,경기 양평군 용문면 금곡리 산 1,13,880,경기 양평군 용문면 금곡리 231,15,590,1710,1720,67.94~73.36,106~182,,1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010027,송현제,흑천,지방2급,좌,경기 양평군 지평면 송현리 879-25,15,970,경기 양평군 지평면 송현리 874-3,16,676,706,1545,75.04~76.21,98~113,,1:2~1:2.5,,,,,,,,,,,,,,,,,,,,,,,,
102246010028,광탄좌안제,흑천,지방2급,좌,경기 양평군 용문면 광탄리 70,16,965,경기 양평군 용문면 광탄리 1,18,170,1205,1545,76.84~80.63,90~166,,1:1~1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010029,삼가좌안제,흑천,지방2급,좌,경기 양평군 단월면 삼가리 343-2,19,825,경기 양평군 단월면 삼가리 산 21-4,21,750,1925,1545,85.85~92.38,61~185,,1:1~1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010030,비룡제,흑천,지방2급,좌,경기 양평군 청운면 비룡리 산 55-1,22,110,경기 양평군 청운면 비룡리 679,23,425,1315,1025,93.56~98.47,78~121,,1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010031,가현1제,흑천,지방2급,좌,경기 양평군 청운면 가현리 401-2,24,280,경기 양평군 청운면 가현리 698-15,25,30,750,995,101.04~103.88,90~110,,1:1.5~1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010032,가현2제,흑천,지방2급,좌,경기 양평군 청운면 가현리 435-6,25,60,경기 양평군 청운면 용두리 768-4,26,530,1470,930,105.41~112.28,77~119,,1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010033,용두제,흑천,지방2급,좌,경기 양평군 청운면 용두리 911-1,26,595,경기 양평군 청운면 다대리 518-22,27,980,1385,575,112.41~119.84,50~102,,1:1~1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010034,다대좌안제,흑천,지방2급,좌,경기 양평군 청운면 다대리 288-1,28,655,경기 양평군 청운면 다대리 199-2,29,270,615,465,123.23~126.71,55~97,,1:1~1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010035,신론좌안1제,흑천,지방2급,좌,경기 양평군 청운면 삼성리 796-17,29,975,경기 양평군 청운면 신론리 395-1,33,295,3320,465,131.66~162.26,34~68,,1:1~1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246010036,신론좌안2제,흑천,지방2급,좌,경기 양평군 청운면 신론리 377-7,33,325,경기 양평군 청운면 도원리 산 174-1,35,535,2210,375,163.44~187.77,19~52,,1:0.5~1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246020000,회현1제,흑천,지방2급,우,경기 양평군 양평읍 회현리 305-4,0,0,경기 양평군 양평읍 회현리 332,0,295,295,2505,34.54~34.54,149~258,,1:2~1:3,,,,,,,,,,,,,,,,,,,,,,,,
102246020001,회현2제,흑천,지방2급,우,경기 양평군 양평읍 회현리 248-12,1,430,경기 양평군 양평읍 회현리 621,2,580,1150,2505,35.13~37.55,132~180,,1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246020002,원덕제,흑천,지방2급,우,경기 양평군 양평읍 원덕리 산 15-3,3,725,경기 양평군 용문면 삼성리 711-7,7,345,3620,2435,41.08~50.54,94~196,,1:0.5~1:2.5,,,,,,,,,,,,,,,,,,,,,,,,
102246020003,삼성우안1제,흑천,지방2급,우,경기 양평군 용문면 삼성리 산 84-6,7,990,경기 양평군 용문면 삼성리 296-2,8,670,680,2325,52.61~53.74,92~108,,1:0.5~1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246020004,삼성우안2제,흑천,지방2급,우,경기 양평군 용문면 삼성리 299,8,910,경기 양평군 용문면 다문리 832,10,150,1240,2325,55.12~58.66,97~131,,1:2,,,,,,,,,,,,,,,,,,,,,,,,
102246020005,다문우안제,흑천,지방2급,우,경기 양평군 용문면 다문리 831-4,10,200,경기 양평군 용문면 마룡리 692-31,13,480,3280,2090,59.12~66.67,97~209,,1:2,,,,,,,,,,,,,,,,,,,,,,,,
